Tipo,Descripcion,Habitaciones,Banos,Area,Barrio,UPZ,Valor,Moneda,Precio,Precio_Millon,Valor_m2_Millon,Valor_m2_Barrio
Apartamento,Apartamento en venta en Usaquén,3,3,220,Usaquén,Usaquén,$ 1.540.000.000,$,1540000000,1540.0,7.0,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,3,4,181,Usaquén,Usaquén,$ 870.000.000,$,870000000,870.0,4.806629834254144,5.65558134903221
Casa,Casa en venta en Zona Noroccidental,4,3,280,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.195.000.000,$,1195000000,1195.0,4.267857142857143,4.572008510026535
Apartamento,Apartamento en venta en Cantagallo,3,3,105,Cantagallo,Britalia,$ 585.000.000,$,585000000,585.0,5.571428571428571,5.71920581655481
Casa,Casa en venta en Zona Noroccidental,3,3,78,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 400.000.000,$,400000000,400.0,5.128205128205129,4.572008510026535
Apartamento,Apartamento en venta en Bella Suiza,3,3,120,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 735.000.000,$,735000000,735.0,6.125,6.2905507012394
Apartamento,Apartamento en venta en Mazuren,3,2,120,Mazuren,El Prado,$ 390.000.000,$,390000000,390.0,3.25,3.8513890438469263
Apartamento,Apartamento en venta en Mazuren,3,2,120,Mazuren,El Prado,$ 390.000.000,$,390000000,390.0,3.25,3.8513890438469263
Apartamento,Apartamento en venta en San Patricio,2,3,71,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 530.000.000,$,530000000,530.0,7.464788732394366,6.831854578231803
Apartamento,Apartamento en venta en Mazuren,3,2,120,Mazuren,El Prado,$ 390.000.000,$,390000000,390.0,3.25,3.8513890438469263
Apartamento,Apartamento en venta en Chapinero,3,5,15920,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 1.250.000.000,$,1250000000,1250.0,0.0785175879396985,4.58018576602501
Casa,Casa en venta en Usaquén,5,4,154,Usaquén,Usaquén,$ 630.000.000,$,630000000,630.0,4.090909090909091,5.65558134903221
Apartamento,Apartamento en venta en San Patricio,3,2,94,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 456.000.000,$,456000000,456.0,4.851063829787234,6.831854578231803
Casa,Casa en venta en Zona Noroccidental,3,2,68,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 228.000.000,$,228000000,228.0,3.3529411764705883,4.572008510026535
Apartamento,Apartamento en venta en Tintala,2,1,45,Tintala,Tintala,$ 180.000.000,$,180000000,180.0,4.0,3.7991992442958873
Apartamento,Apartamento en venta en San Patricio,1,2,54,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 470.000.000,$,470000000,470.0,8.703703703703704,6.831854578231803
Apartamento,Apartamento en venta en Cedritos,3,2,109,Cedritos,Usaquén,$ 550.000.000,$,550000000,550.0,5.045871559633028,5.027419586695463
Apartamento,Apartamento en venta en El Contador,2,2,70,El Contador,Los Cedros,$ 415.000.000,$,415000000,415.0,5.928571428571429,5.279454722492697
Apartamento,Apartamento en venta en Usaquén,2,2,59,Usaquén,Usaquén,$ 380.000.000,$,380000000,380.0,6.440677966101695,5.65558134903221
Apartamento,Apartamento en venta en Bosa,3,1,47,Bosa,Bosa Central,$ 136.000.000,$,136000000,136.0,2.893617021276596,2.6778451358697213
Apartamento,Apartamento en venta en Usaquén,3,3,180,Usaquén,Usaquén,$ 900.000.000,$,900000000,900.0,5.0,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,3,4,169,Usaquén,Usaquén,$ 995.000.000,$,995000000,995.0,5.887573964497041,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,2,2,71,Usaquén,Usaquén,$ 476.500.000,$,476500000,476.5,6.711267605633803,5.65558134903221
Casa,Casa en venta en El Batán,2,2,80,El Batán,La Alhambra,$ 460.000.000,$,460000000,460.0,5.75,5.0067874515333095
Apartamento,Apartamento en venta en Bosa,3,2,56,Bosa,Bosa Central,$ 155.000.000,$,155000000,155.0,2.767857142857143,2.6778451358697213
Apartamento,Apartamento en venta en El Batán,3,2,71,El Batán,La Alhambra,$ 390.000.000,$,390000000,390.0,5.492957746478873,5.0067874515333095
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,74,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 259.000.000,$,259000000,259.0,3.5,4.572008510026535
Apartamento,Apartamento en venta en El Batán,2,2,54,El Batán,La Alhambra,$ 368.000.000,$,368000000,368.0,6.814814814814815,5.0067874515333095
Apartamento,Apartamento en venta en Santa Barbara,4,4,116,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 580.000.000,$,580000000,580.0,5.0,5.852628361947598
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,74,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 278.000.000,$,278000000,278.0,3.7567567567567566,4.572008510026535
Casa,Casa en venta en Zona Noroccidental,3,3,88,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 323.000.000,$,323000000,323.0,3.6704545454545454,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 176.500.000,$,176500000,176.5,4.011363636363637,4.572008510026535
Apartamento,Apartamento en venta en Pasadena ,3,2,109,Pasadena ,,$ 472.000.000,$,472000000,472.0,4.330275229357798,5.244227353463588
Casa,Casa en venta en Zona Noroccidental,3,3,296,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.290.000.000,$,1290000000,1290.0,4.358108108108108,4.572008510026535
Apartamento,Apartamento en venta en Chapinero,1,2,55,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 380.000.000,$,380000000,380.0,6.909090909090909,4.58018576602501
Apartamento,Apartamento en venta en Usaquén,3,2,101,Usaquén,Usaquén,$ 710.000.000,$,710000000,710.0,7.02970297029703,5.65558134903221
Apartamento,Apartamento en venta en Chico Reservado,3,3,120,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 750.000.000,$,750000000,750.0,6.25,8.104486540013072
Apartamento,Apartamento en venta en Mirandela ,2,2,68,Mirandela ,SUBA: La Academia + Guaymaral + San José de Bavaria,$ 272.250.000,$,272250000,272.25,4.0036764705882355,3.9920856610800746
Apartamento,Apartamento en venta en El Batán,2,2,50,El Batán,La Alhambra,$ 310.000.000,$,310000000,310.0,6.2,5.0067874515333095
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 144.000.000,$,144000000,144.0,3.272727272727273,4.572008510026535
Casa,Casa en venta en Zona Noroccidental,3,2,95,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 435.000.000,$,435000000,435.0,4.578947368421052,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,4,273,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.950.000.000,$,1950000000,1950.0,7.142857142857143,4.572008510026535
Apartamento,Apartamento en venta en Kennedy,2,1,39,Kennedy,Kennedy Central,$ 175.000.000,$,175000000,175.0,4.487179487179487,3.382897908271655
Apartamento,Apartamento en venta en Colina Campestre,3,3,94,Colina Campestre,Niza,$ 520.000.000,$,520000000,520.0,5.531914893617022,4.776341497750727
Apartamento,Apartamento en venta en San Patricio,3,2,95,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 456.000.000,$,456000000,456.0,4.8,6.831854578231803
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,52,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 168.000.000,$,168000000,168.0,3.230769230769231,4.572008510026535
Apartamento,Apartamento en venta en Santa Barbara,3,2,127,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 950.000.000,$,950000000,950.0,7.480314960629921,5.852628361947598
Apartamento,Apartamento en venta en Santa Barbara,1,1,59,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 390.500.000,$,390500000,390.5,6.61864406779661,5.852628361947598
Casa,Casa en venta en Costa Azul,4,1,93,Costa Azul,Suba,$ 250.000.000,$,250000000,250.0,2.6881720430107525,2.726628895184136
Apartamento,Apartamento en venta en El Batán,2,2,80,El Batán,La Alhambra,$ 460.000.000,$,460000000,460.0,5.75,5.0067874515333095
Apartamento,Apartamento en venta en Metropolis,3,2,80,Metropolis,Las Ferias,$ 353.000.000,$,353000000,353.0,4.4125,4.448767833981842
Apartamento,Apartamento en venta en Andes Norte,3,3,105,Andes Norte,La Floresta,$ 585.000.000,$,585000000,585.0,5.571428571428571,5.683066361556064
Apartamento,Apartamento en venta en Engativa,3,2,100,Engativa,Engativá,$ 488.000.000,$,488000000,488.0,4.88,2.887769666800428
Apartamento,Apartamento en venta en Cedritos,3,2,82,Cedritos,Usaquén,$ 397.000.000,$,397000000,397.0,4.841463414634147,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,3,3,92,Cedritos,Usaquén,$ 720.000.000,$,720000000,720.0,7.826086956521739,5.027419586695463
Apartamento,Apartamento en venta en Usaquén,4,5,196,Usaquén,Usaquén,$ 1.000.000.000,$,1000000000,1000.0,5.1020408163265305,5.65558134903221
Apartamento,Apartamento en venta en Santa Barbara,3,4,225,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.150.000.000,$,1150000000,1150.0,5.111111111111111,5.852628361947598
Apartamento,Apartamento en venta en Usaquén,2,2,81,Usaquén,Usaquén,$ 465.000.000,$,465000000,465.0,5.7407407407407405,5.65558134903221
Apartamento,Apartamento en venta en La Calleja,3,2,82,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 390.000.000,$,390000000,390.0,4.7560975609756095,6.582907870377288
Apartamento,Apartamento en venta en Santa Barbara,2,3,81,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 535.000.000,$,535000000,535.0,6.604938271604938,5.852628361947598
Casa,Casa en venta en Usaquén,4,4,124,Usaquén,Usaquén,$ 700.000.000,$,700000000,700.0,5.645161290322581,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,2,2,79,Usaquén,Usaquén,$ 483.000.000,$,483000000,483.0,6.113924050632911,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,1,2,66,Usaquén,Usaquén,$ 449.500.000,$,449500000,449.5,6.8106060606060606,5.65558134903221
Apartamento,Apartamento en venta en La Calleja,3,4,175,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 1.250.000.000,$,1250000000,1250.0,7.142857142857143,6.582907870377288
Apartamento,Apartamento en venta en El Batán,2,2,80,El Batán,La Alhambra,$ 460.000.000,$,460000000,460.0,5.75,5.0067874515333095
Apartamento,Apartamento en venta en Usaquén,2,2,60,Usaquén,Usaquén,$ 422.000.000,$,422000000,422.0,7.033333333333333,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,2,2,83,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,5.72289156626506,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,2,2,83,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,5.72289156626506,5.65558134903221
Apartamento,Apartamento en venta en Santa Barbara,2,3,79,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 450.000.000,$,450000000,450.0,5.69620253164557,5.852628361947598
Casa,Casa en venta en Usaquén,4,4,295,Usaquén,Usaquén,$ 2.600.000.000,$,2600000000,2600.0,8.813559322033898,5.65558134903221
Apartamento,Apartamento en venta en Chico Norte,3,4,185,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 1.250.000.000,$,1250000000,1250.0,6.756756756756757,8.353851040924855
Apartamento,Apartamento en venta en Santa Barbara,1,1,59,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 390.500.000,$,390500000,390.5,6.61864406779661,5.852628361947598
Apartamento,Apartamento en venta en Santa Barbara,2,3,81,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 400.000.000,$,400000000,400.0,4.938271604938271,5.852628361947598
Apartamento,Apartamento en venta en Usaquén,1,2,65,Usaquén,Usaquén,$ 356.000.000,$,356000000,356.0,5.476923076923077,5.65558134903221
Local,Local en venta en El Batán,2,2,385,El Batán,La Alhambra,$ 1.300.000.000,$,1300000000,1300.0,3.3766233766233764,5.0067874515333095
Apartamento,Apartamento en venta en Usaquén,4,2,92,Usaquén,Usaquén,$ 491.000.000,$,491000000,491.0,5.336956521739131,5.65558134903221
Apartamento,Apartamento en venta en Cedritos,3,2,109,Cedritos,Usaquén,$ 550.000.000,$,550000000,550.0,5.045871559633028,5.027419586695463
Apartamento,Apartamento en venta en Chico Norte,3,4,317,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 2.900.000.000,$,2900000000,2900.0,9.14826498422713,8.353851040924855
Casa,Casa en venta en Engativa,3,4,243,Engativa,Engativá,$ 850.000.000,$,850000000,850.0,3.4979423868312756,2.887769666800428
Casa,Casa en venta en Usaquén,3,3,75,Usaquén,Usaquén,$ 330.000.000,$,330000000,330.0,4.4,5.65558134903221
Apartamento,Apartamento en venta en Chico Reservado,3,4,152,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 995.000.000,$,995000000,995.0,6.546052631578948,8.104486540013072
Apartamento,Apartamento en venta en Chapinero Central,1,1,36,Chapinero Central,Localidad Chapinero resto,$ 203.823.000,$,203823000,203.823,5.6617500000000005,6.360286919831224
Apartamento,Apartamento en venta en Usaquén,4,2,160,Usaquén,Usaquén,$ 390.000.000,$,390000000,390.0,2.4375,5.65558134903221
Casa,Casa en venta en Tintala,4,2,72,Tintala,Tintala,$ 230.000.000,$,230000000,230.0,3.1944444444444446,3.7991992442958873
Apartamento,Apartamento en venta en El Batán,3,3,102,El Batán,La Alhambra,$ 600.000.000,$,600000000,600.0,5.882352941176471,5.0067874515333095
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,56,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 187.000.000,$,187000000,187.0,3.3392857142857144,4.572008510026535
Apartamento,Apartamento en venta en Andes Norte,3,3,108,Andes Norte,La Floresta,$ 687.000.000,$,687000000,687.0,6.361111111111111,5.683066361556064
Casa,Casa en venta en Santa Barbara,1,2,58,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 419.600.000,$,419600000,419.6,7.23448275862069,5.852628361947598
Apartamento,Apartamento en venta en Kennedy,3,2,51,Kennedy,Kennedy Central,$ 165.000.000,$,165000000,165.0,3.235294117647059,3.382897908271655
Apartamento,Apartamento en venta en Parque Central Bavaria,2,2,66,Parque Central Bavaria,SANTA FE: Las Nieves + Sagrado Corazón,$ 399.000.000,$,399000000,399.0,6.045454545454546,6.106280193236715
Apartamento,Apartamento en venta en Santa Barbara,2,2,81,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 510.000.000,$,510000000,510.0,6.296296296296297,5.852628361947598
Apartamento,Apartamento en venta en Engativa,3,2,62,Engativa,Engativá,$ 282.150.000,$,282150000,282.15,4.550806451612903,2.887769666800428
Apartamento,Apartamento en venta en Cantagallo,3,2,90,Cantagallo,Britalia,$ 520.000.000,$,520000000,520.0,5.777777777777778,5.71920581655481
Apartamento,Apartamento en venta en Usaquén,3,2,102,Usaquén,Usaquén,$ 370.260.000,$,370260000,370.26,3.63,5.65558134903221
Apartamento,Apartamento en venta en Zona Noroccidental,2,2,45,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 129.000.000,$,129000000,129.0,2.8666666666666667,4.572008510026535
Apartamento,Apartamento en venta en Cedritos,3,3,102,Cedritos,Usaquén,$ 550.000.000,$,550000000,550.0,5.392156862745098,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,2,2,97,Cedritos,Usaquén,$ 487.000.000,$,487000000,487.0,5.020618556701031,5.027419586695463
Casa,Casa en venta en Chapinero,3,3,141,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 749.000.000,$,749000000,749.0,5.3120567375886525,4.58018576602501
Apartamento,Apartamento en venta en Cedritos,1,2,51,Cedritos,Usaquén,$ 373.000.000,$,373000000,373.0,7.313725490196078,5.027419586695463
Apartamento,Apartamento en venta en Kennedy,3,1,48,Kennedy,Kennedy Central,$ 153.000.000,$,153000000,153.0,3.1875,3.382897908271655
Apartamento,Apartamento en venta en Usaquén,2,2,75,Usaquén,Usaquén,$ 550.000.000,$,550000000,550.0,7.333333333333333,5.65558134903221
Apartamento,Apartamento en venta en Cedritos,3,3,122,Cedritos,Usaquén,$ 516.000.000,$,516000000,516.0,4.229508196721311,5.027419586695463
Apartamento,Apartamento en venta en Teusaquillo,3,2,74,Teusaquillo,Teusaquillo,$ 322.000.000,$,322000000,322.0,4.351351351351352,3.975204301767717
Casa,Casa en venta en Cedritos,4,5,250,Cedritos,Usaquén,$ 900.000.000,$,900000000,900.0,3.6,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,2,2,79,Cedritos,Usaquén,$ 354.000.000,$,354000000,354.0,4.481012658227848,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,3,3,165,Cedritos,Usaquén,$ 650.000.000,$,650000000,650.0,3.9393939393939394,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,2,2,63,Cedritos,Usaquén,$ 393.000.000,$,393000000,393.0,6.238095238095238,5.027419586695463
Apartamento,Apartamento en venta en Venecia,3,2,56,Venecia,Venecia,$ 210.000.000,$,210000000,210.0,3.75,2.939297124600639
Apartamento,Apartamento en venta en Zona Noroccidental,2,1,44,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 144.000.000,$,144000000,144.0,3.272727272727273,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,68,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 323.000.000,$,323000000,323.0,4.75,4.572008510026535
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,72,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 270.000.000,$,270000000,270.0,3.75,4.572008510026535
Casa,Casa en venta en Zona Noroccidental,4,4,240,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 1.050.000.000,$,1050000000,1050.0,4.375,4.572008510026535
Apartamento,Apartamento en venta en La Calleja,3,3,163,La Calleja,USAQUÉN: Country Club + Santa Bárbara,$ 1.250.000.000,$,1250000000,1250.0,7.668711656441718,6.582907870377288
Apartamento,Apartamento en venta en Usaquén,3,3,170,Usaquén,Usaquén,$ 1.000.000.000,$,1000000000,1000.0,5.882352941176471,5.65558134903221
Casa,Casa en venta en Barrios Unidos,3,3,71,Barrios Unidos,Los Andes,$ 230.000.000,$,230000000,230.0,3.23943661971831,2.9599171141243064
Apartamento,Apartamento en venta en Teusaquillo,1,1,29,Teusaquillo,Teusaquillo,$ 190.080.000,$,190080000,190.08,6.55448275862069,3.975204301767717
Apartamento,Apartamento en venta en Kennedy,3,1,43,Kennedy,Kennedy Central,$ 150.000.000,$,150000000,150.0,3.488372093023256,3.382897908271655
Apartamento,Apartamento en venta en Chico Norte,2,2,88,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 640.000.000,$,640000000,640.0,7.2727272727272725,8.353851040924855
Apartamento,Apartamento en venta en Tintala,3,2,89,Tintala,Tintala,$ 372.000.000,$,372000000,372.0,4.179775280898877,3.7991992442958873
Apartamento,Apartamento en venta en El Contador,3,3,89,El Contador,Los Cedros,$ 460.000.000,$,460000000,460.0,5.168539325842697,5.279454722492697
Apartamento,Apartamento en venta en Cedritos,3,2,109,Cedritos,Usaquén,$ 550.000.000,$,550000000,550.0,5.045871559633028,5.027419586695463
Apartamento,Apartamento en venta en Los Rosales,1,2,57,Los Rosales,CHAPINERO: Chicó Lago + El Refugio,$ 449.000.000,$,449000000,449.0,7.87719298245614,8.208857198335645
Apartamento,Apartamento en venta en Cedritos,2,2,79,Cedritos,Usaquén,$ 354.000.000,$,354000000,354.0,4.481012658227848,5.027419586695463
Casa,Casa en venta en Barrios Unidos,11,9,572,Barrios Unidos,Los Andes,$ 3.100.000.000,$,3100000000,3100.0,5.419580419580419,2.9599171141243064
Apartamento,Apartamento en venta en Bella Suiza,3,3,200,Bella Suiza,USAQUÉN: Country Club + Santa Bárbara,$ 830.000.000,$,830000000,830.0,4.15,6.2905507012394
Apartamento,Apartamento en venta en Usaquén,2,2,57,Usaquén,Usaquén,$ 310.000.000,$,310000000,310.0,5.43859649122807,5.65558134903221
Apartamento,Apartamento en venta en Cedritos,3,3,81,Cedritos,Usaquén,$ 450.000.000,$,450000000,450.0,5.555555555555555,5.027419586695463
Apartamento,Apartamento en venta en El Batán,2,2,91,El Batán,La Alhambra,$ 490.000.000,$,490000000,490.0,5.384615384615385,5.0067874515333095
Apartamento,Apartamento en venta en San Patricio,1,1,50,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 380.000.000,$,380000000,380.0,7.6,6.831854578231803
Casa,Casa en venta en El Contador,4,4,260,El Contador,Los Cedros,$ 1.500.000.000,$,1500000000,1500.0,5.769230769230769,5.279454722492697
Apartamento,Apartamento en venta en San Patricio,2,2,80,San Patricio,USAQUÉN: Country Club + Santa Bárbara,$ 470.000.000,$,470000000,470.0,5.875,6.831854578231803
Apartamento,Apartamento en venta en Usaquén,4,2,92,Usaquén,Usaquén,$ 491.000.000,$,491000000,491.0,5.336956521739131,5.65558134903221
Apartamento,Apartamento en venta en Mazuren,3,2,120,Mazuren,El Prado,$ 390.000.000,$,390000000,390.0,3.25,3.8513890438469263
Casa,Casa en venta en Usaquén,1,1,58,Usaquén,Usaquén,$ 460.000.000,$,460000000,460.0,7.931034482758621,5.65558134903221
Apartamento,Apartamento en venta en Mazuren,3,2,120,Mazuren,El Prado,$ 390.000.000,$,390000000,390.0,3.25,3.8513890438469263
Casa,Casa en venta en Engativa,3,2,83,Engativa,Engativá,$ 270.000.000,$,270000000,270.0,3.253012048192771,2.887769666800428
Casa,Casa en venta en Chapinero,4,4,300,Chapinero,CHAPINERO: Pardo Rubio + Chapinero,$ 1.800.000.000,$,1800000000,1800.0,6.0,4.58018576602501
Apartamento,Apartamento en venta en Cedritos,3,3,104,Cedritos,Usaquén,$ 430.000.000,$,430000000,430.0,4.134615384615385,5.027419586695463
Apartamento,Apartamento en venta en Cedritos,3,2,109,Cedritos,Usaquén,$ 550.000.000,$,550000000,550.0,5.045871559633028,5.027419586695463
Apartamento,Apartamento en venta en Ciudad Salitre,3,2,128,Ciudad Salitre,Ciudad Salitre Oriental,$ 825.000.000,$,825000000,825.0,6.4453125,7.412638847193035
Apartamento,Apartamento en venta en Usaquén,2,2,83,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,5.72289156626506,5.65558134903221
Apartamento,Apartamento en venta en Usaquén,3,4,143,Usaquén,Usaquén,$ 995.000.000,$,995000000,995.0,6.958041958041958,5.65558134903221
Apartamento,Apartamento en venta en Chico Reservado,3,3,105,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 650.000.000,$,650000000,650.0,6.190476190476191,8.104486540013072
Apartamento,Apartamento en venta en Chico Norte,2,2,62,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 610.000.000,$,610000000,610.0,9.838709677419354,8.353851040924855
Apartamento,Apartamento en venta en Tintala,3,1,47,Tintala,Tintala,$ 152.000.000,$,152000000,152.0,3.234042553191489,3.7991992442958873
Casa,Casa en venta en Usaquén,4,2,73,Usaquén,Usaquén,$ 280.000.000,$,280000000,280.0,3.835616438356164,5.65558134903221
Apartamento,Apartamento en venta en Chico Reservado,2,2,112,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 820.000.000,$,820000000,820.0,7.321428571428571,8.104486540013072
Apartamento,Apartamento en venta en Modelia,2,1,60,Modelia,Fontibón,$ 260.000.000,$,260000000,260.0,4.333333333333333,0.16342613076967627
Apartamento,Apartamento en venta en Usaquén,3,2,69,Usaquén,Usaquén,$ 390.000.000,$,390000000,390.0,5.6521739130434785,5.65558134903221
Apartamento,Apartamento en venta en Zona Noroccidental,3,1,52,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 153.000.000,$,153000000,153.0,2.9423076923076925,4.572008510026535
Casa,Casa en venta en Barrios Unidos,5,4,326,Barrios Unidos,Los Andes,$ 1.615.000.000,$,1615000000,1615.0,4.95398773006135,2.9599171141243064
Apartamento,Apartamento en venta en Mazuren,2,2,70,Mazuren,El Prado,$ 520.000.000,$,520000000,520.0,7.428571428571429,3.8513890438469263
Apartamento,Apartamento en venta en El Contador,2,2,76,El Contador,Los Cedros,$ 475.000.000,$,475000000,475.0,6.25,5.279454722492697
Apartamento,Apartamento en venta en Antonio Nariño,3,2,59,Antonio Nariño,Restrepo,$ 242.550.000,$,242550000,242.55,4.111016949152543,2.816232272901495
Casa,Casa en venta en Gran Granada,4,2,77,Gran Granada,Garcés Navas,$ 255.000.000,$,255000000,255.0,3.311688311688312,3.8927665317139004
Apartamento,Apartamento en venta en Santa Barbara,3,4,178,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.200.000.000,$,1200000000,1200.0,6.741573033707865,5.852628361947598
Apartamento,Apartamento en venta en Usaquén,4,2,92,Usaquén,Usaquén,$ 491.000.000,$,491000000,491.0,5.336956521739131,5.65558134903221
Apartamento,Apartamento en venta en Santa Barbara,2,2,60,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 400.000.000,$,400000000,400.0,6.666666666666667,5.852628361947598
Apartamento,Apartamento en venta en Santa Barbara,1,1,59,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 390.500.000,$,390500000,390.5,6.61864406779661,5.852628361947598
Apartamento,Apartamento en venta en Santa Barbara,1,1,59,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 390.500.000,$,390500000,390.5,6.61864406779661,5.852628361947598
Apartamento,Apartamento en venta en Usaquén,3,3,85,Usaquén,Usaquén,$ 475.000.000,$,475000000,475.0,5.588235294117647,5.65558134903221
Casa,Casa en venta en Usaquén,4,6,280,Usaquén,Usaquén,$ 1.550.000.000,$,1550000000,1550.0,5.535714285714286,5.65558134903221
Apartamento,Apartamento en venta en Chico Norte,3,3,140,Chico Norte,CHAPINERO: Chicó Lago + El Refugio,$ 1.150.000.000,$,1150000000,1150.0,8.214285714285714,8.353851040924855
Apartamento,Apartamento en venta en Usaquén,3,4,168,Usaquén,Usaquén,$ 1.050.000.000,$,1050000000,1050.0,6.25,5.65558134903221
Casa,Casa en venta en Usaquén,5,4,147,Usaquén,Usaquén,$ 522.500.000,$,522500000,522.5,3.554421768707483,5.65558134903221
Apartamento,Apartamento en venta en Zona Noroccidental,3,2,60,Zona Noroccidental,CHAPINERO: Pardo Rubio + Chapinero,$ 245.000.000,$,245000000,245.0,4.083333333333333,4.572008510026535
Apartamento,Apartamento en venta en Chico Reservado,2,1,78,Chico Reservado,CHAPINERO: Chicó Lago + El Refugio,$ 630.000.000,$,630000000,630.0,8.076923076923077,8.104486540013072
Apartamento,Apartamento en venta en Portales Del Norte,3,2,70,Portales Del Norte,Britalia,$ 330.000.000,$,330000000,330.0,4.714285714285714,4.5501614639397205
Apartamento,Apartamento en venta en Santa Barbara,3,3,200,Santa Barbara,USAQUÉN: Country Club + Santa Bárbara,$ 1.050.000.000,$,1050000000,1050.0,5.25,5.852628361947598
Apartamento,Apartamento en venta en Cedritos,4,3,95,Cedritos,Usaquén,$ 408.000.000,$,408000000,408.0,4.294736842105263,5.027419586695463
Apartamento,Apartamento en venta en Ciudad Salitre,3,4,143,Ciudad Salitre,Ciudad Salitre Oriental,$ 870.000.000,$,870000000,870.0,6.083916083916084,7.412638847193035
